epoch,acc,loss,val_acc,val_loss
0,0.65967896510724189,0.64924117030284023,0.49568965517241381,0.77472250009405197
1,0.66506947780489412,0.6397409266870332,0.49568965517241381,0.77407836400229357
2,0.66506947789057391,0.64142135161215685,0.49568965517241381,0.75507043250675854
3,0.66506947789057391,0.63946476391644702,0.49568965517241381,0.76032923624433324
4,0.66506947789057391,0.63926446797691239,0.49568965517241381,0.74087213545010011
5,0.66506947777633407,0.63937775415841847,0.49568965517241381,0.73919906698424243
6,0.66506947771921421,0.63902828632842767,0.49568965517241381,0.74214873128923875
7,0.66506947771921421,0.63819567484323292,0.49568965517241381,0.75449707076467321
8,0.66506947783345405,0.63913682818584139,0.49568965517241381,0.75243086547687132
9,0.66506947791913396,0.63873054870419033,0.49568965517241381,0.75740178597384489
10,0.66506947794769389,0.63826027473994407,0.49568965517241381,0.74750152641329271
11,0.66506947783345405,0.63832398168082205,0.49568965517241381,0.73433790124695875
12,0.66506947777633407,0.63816804587698239,0.49568965517241381,0.73588356272927646
13,0.66506947771921421,0.63874815549356945,0.49568965517241381,0.74892028549621847
14,0.66506947789057391,0.63826454102735974,0.49568965517241381,0.75687793822124083
15,0.66506947783345405,0.63801776000513211,0.49568965517241381,0.74045354127883911
16,0.66506947774777414,0.63806640790533553,0.49568965517241381,0.74930654414768871
17,0.66506947780489412,0.63857976457520882,0.49568965517241381,0.76968888578743766
18,0.66506947771921421,0.63868854793567775,0.49568965517241381,0.75851065434258558
19,0.66506947774777414,0.63795483677822495,0.49568965517241381,0.74149080905421028
20,0.66506947774777414,0.6384926872157457,0.49568965517241381,0.75438966113945538
21,0.66506947783345405,0.6379623707539166,0.49568965517241381,0.75753832171703206
22,0.66506947783345405,0.63750921666022398,0.49568965517241381,0.74321195791507588
23,0.66506947800481386,0.63791697397721003,0.49568965517241381,0.7494748255302166
24,0.66506947794769389,0.63820853722283988,0.49568965517241381,0.75663348107502382
25,0.66506947794769389,0.6378155875331657,0.49568965517241381,0.75284121570916007
26,0.66506947774777414,0.63816683002219687,0.49568965517241381,0.74680601522840306
27,0.66506947777633407,0.63849594168075829,0.49568965517241381,0.7569347548073736
28,0.66506947783345405,0.63786238606146317,0.49568965517241381,0.74423779598597828
29,0.66506947780489412,0.63822038243933044,0.49568965517241381,0.745679095901292
30,0.66506947777633407,0.63791446995381029,0.49568965517241381,0.75483857043858227
31,0.66506947783345405,0.63803031245201014,0.49568965517241381,0.75354028261941053
32,0.66506947771921421,0.63785496489762916,0.49568965517241381,0.74844612849169767
33,0.66506947771921421,0.6382008738705115,0.49568965517241381,0.75360596899328558
34,0.66506947783345405,0.63806653896701016,0.49568965517241381,0.75229922348055345
35,0.66506947800481386,0.63787944678433162,0.49568965517241381,0.74997346771174467
36,0.66506947777633407,0.6376344015224733,0.49568965517241381,0.74619292287990968
37,0.66506947769065416,0.63782526818998819,0.49568965517241381,0.75263069210381339
38,0.66506947771921421,0.63819442588744923,0.49568965517241381,0.75640275252276457
39,0.66506947766209423,0.63845160599239259,0.49568965517241381,0.75245024109708847
40,0.66506947794769389,0.63789675649296573,0.49568965517241381,0.75086042696032029
41,0.66506947789057391,0.63759876354265055,0.49568965517241381,0.75812164360079271
42,0.66506947783345405,0.63799953329317527,0.49568965517241381,0.75125726851923713
43,0.66506947780489412,0.63784424431539921,0.49568965517241381,0.75002032518386841
44,0.66506947789057391,0.63774565437734554,0.49568965517241381,0.75563702809399569
45,0.66506947786201398,0.63782764326515073,0.49568965517241381,0.75178651768585736
46,0.66506947789057391,0.63799736690566933,0.49568965517241381,0.75136357340319404
47,0.66506947777633407,0.63806485552849468,0.49568965517241381,0.75446787476539612
48,0.66506947766209423,0.63794827529786591,0.49568965517241381,0.7501119077205658
49,0.66506947774777414,0.63763198166528723,0.49568965517241381,0.7494549052468662
