,acc,loss,val_acc,val_loss
0,0.642087106537,0.661593313616,0.60429447871,0.681169082782
1,0.648124191513,0.65098143449,0.60429447871,0.674313193084
2,0.648124191616,0.650108258906,0.60429447871,0.677350863723
3,0.648124191616,0.650602432611,0.60429447871,0.672010543888
4,0.648124191462,0.649467817099,0.60429447871,0.672203594922
5,0.648124191616,0.649439064117,0.60429447871,0.67740334287
6,0.648124191565,0.650264171626,0.60429447871,0.673084947229
7,0.648124191565,0.649600132188,0.60429447871,0.678072437553
8,0.648124191539,0.649183265707,0.60429447871,0.674806404699
9,0.648124191667,0.649598038263,0.60429447871,0.677882002907
10,0.648124191565,0.649053294554,0.60429447871,0.673361977917
11,0.648124191539,0.649507699778,0.60429447871,0.673422309884
12,0.648124191513,0.649164065301,0.60429447871,0.673384327099
13,0.648124191488,0.649119083842,0.60429447871,0.675025753448
14,0.648124191513,0.648965729625,0.60429447871,0.677385659671
15,0.648124191513,0.64947492609,0.60429447871,0.676859997899
16,0.648124191462,0.649497755852,0.60429447871,0.673456201158
17,0.648124191616,0.649072420397,0.60429447871,0.676110091751
18,0.648124191565,0.648914871107,0.60429447871,0.674480226142
19,0.648124191565,0.649243964723,0.60429447871,0.676062776999
20,0.648124191616,0.649445178464,0.60429447871,0.673420953604
21,0.648124191462,0.649099296077,0.60429447871,0.674584875078
22,0.648124191488,0.649392467215,0.60429447871,0.673461440151
23,0.648124191616,0.64878819124,0.60429447871,0.673082541834
24,0.648124191565,0.648633076411,0.60429447871,0.677451715148
25,0.648124191462,0.648824138958,0.60429447871,0.675664991323
26,0.648124191565,0.649088071487,0.60429447871,0.675844661663
27,0.648124191513,0.6492507687,0.60429447871,0.675116420524
28,0.648124191539,0.648487690195,0.60429447871,0.67586505925
29,0.648124191667,0.649099702926,0.60429447871,0.674730968256
30,0.648124191616,0.648911990704,0.60429447871,0.675477301051
31,0.64812419141,0.649161713758,0.60429447871,0.675480537985
32,0.648124191462,0.64880765605,0.60429447871,0.674181835783
33,0.648124191565,0.648627933936,0.60429447871,0.67504007575
34,0.648124191565,0.648810976433,0.60429447871,0.674015266764
35,0.648124191513,0.648853411778,0.60429447871,0.677427584774
36,0.648124191565,0.648868338874,0.60429447871,0.675337691249
37,0.648124191462,0.648835743024,0.60429447871,0.6746951572
38,0.648124191667,0.648963396202,0.60429447871,0.67615860079
39,0.648124191539,0.648830226497,0.60429447871,0.676112065652
40,0.648124191616,0.648704922009,0.60429447871,0.674078724867
41,0.648124191462,0.649224892676,0.60429447871,0.675074584645
42,0.64812419159,0.64861777642,0.60429447871,0.674820179954
43,0.648124191667,0.648935693562,0.60429447871,0.673842597227
44,0.648124191462,0.648804398948,0.60429447871,0.676443181886
45,0.648124191667,0.648766711284,0.60429447871,0.675046932844
46,0.648124191667,0.648577277878,0.60429447871,0.674034829886
47,0.648124191513,0.648841330773,0.60429447871,0.676467281909
48,0.648124191462,0.648719480553,0.60429447871,0.674024719036
49,0.648124191513,0.648791035942,0.60429447871,0.674643241555
